train_no,origin,destination,departure_date,departure_time,seat_class,count_of_nett_sales
G1049,Halim,Padalarang,30/06/2025,6:00:00 PM,First Class,3.0
G1023,Halim,Karawang,30/06/2025,11:25:00 AM,Premium Economy Class,28.0
G1015,Halim,Karawang,30/06/2025,9:25:00 AM,Premium Economy Class,13.0
G1056,Tegalluar,Halim,30/06/2025,7:05:00 PM,Business Class,8.0
G1015,Halim,Padalarang,30/06/2025,9:25:00 AM,Business Class,4.0
G1008,Padalarang,Halim,30/06/2025,7:23:00 AM,Business Class,17.0
G1018,Padalarang,Halim,30/06/2025,9:53:00 AM,First Class,2.0
G1041,Halim,Tegalluar,30/06/2025,4:00:00 PM,Business Class,3.0
G1017,Halim,Padalarang,30/06/2025,10:00:00 AM,Business Class,19.0
G1059,Halim,Padalarang,30/06/2025,8:25:00 PM,Premium Economy Class,114.0
G1019,Halim,Karawang,30/06/2025,10:25:00 AM,Premium Economy Class,9.0
G1040,Tegalluar,Halim,30/06/2025,3:05:00 PM,Premium Economy Class,81.0
G1039,Karawang,Padalarang,30/06/2025,3:42:00 PM,Premium Economy Class,5.0
G1049,Halim,Tegalluar,30/06/2025,6:00:00 PM,Business Class,2.0
G1008,Tegalluar,Halim,30/06/2025,7:05:00 AM,First Class,5.0
G1030,Padalarang,Halim,30/06/2025,12:53:00 PM,Business Class,13.0
G1064,Padalarang,Halim,30/06/2025,9:23:00 PM,Business Class,2.0
G1034,Padalarang,Halim,30/06/2025,1:53:00 PM,Business Class,9.0
G1062,Karawang,Halim,30/06/2025,9:14:00 PM,Premium Economy Class,3.0
G1038,Padalarang,Halim,30/06/2025,2:53:00 PM,Business Class,15.0
G1058,Padalarang,Halim,30/06/2025,7:53:00 PM,Premium Economy Class,159.0
G1064,Padalarang,Halim,30/06/2025,9:23:00 PM,First Class,2.0
G1007,Halim,Padalarang,30/06/2025,7:25:00 AM,First Class,1.0
G1033,Halim,Tegalluar,30/06/2025,2:00:00 PM,Business Class,13.0
G1043,Karawang,Padalarang,30/06/2025,4:42:00 PM,Premium Economy Class,6.0
G1062,Padalarang,Karawang,30/06/2025,8:53:00 PM,Premium Economy Class,4.0
G1037,Halim,Padalarang,30/06/2025,3:00:00 PM,Business Class,16.0
G1005,Halim,Tegalluar,30/06/2025,7:00:00 AM,Business Class,3.0
G1028,Tegalluar,Halim,30/06/2025,12:05:00 PM,First Class,8.0
G1028,Tegalluar,Halim,30/06/2025,12:05:00 PM,Business Class,0.0
G1020,Tegalluar,Halim,30/06/2025,10:05:00 AM,First Class,0.0
G1031,Halim,Tegalluar,30/06/2025,1:25:00 PM,First Class,1.0
G1039,Halim,Tegalluar,30/06/2025,3:25:00 PM,Business Class,1.0
G1028,Padalarang,Halim,30/06/2025,12:23:00 PM,Business Class,6.0
G1027,Karawang,Padalarang,30/06/2025,12:42:00 PM,Premium Economy Class,12.0
G1015,Karawang,Padalarang,30/06/2025,9:42:00 AM,Premium Economy Class,17.0
G1023,Halim,Padalarang,30/06/2025,11:25:00 AM,Business Class,13.0
G1020,Padalarang,Halim,30/06/2025,10:23:00 AM,Business Class,11.0
G1022,Padalarang,Halim,30/06/2025,10:53:00 AM,First Class,2.0
G1023,Halim,Tegalluar,30/06/2025,11:25:00 AM,First Class,0.0
G1048,Tegalluar,Halim,30/06/2025,5:05:00 PM,First Class,2.0
G1015,Halim,Padalarang,30/06/2025,9:25:00 AM,First Class,4.0
G1022,Tegalluar,Halim,30/06/2025,10:35:00 AM,First Class,2.0
G1033,Halim,Padalarang,30/06/2025,2:00:00 PM,First Class,7.0
G1043,Halim,Padalarang,30/06/2025,4:25:00 PM,Business Class,1.0
G1016,Tegalluar,Halim,30/06/2025,9:05:00 AM,Premium Economy Class,80.0
G1005,Halim,Tegalluar,30/06/2025,7:00:00 AM,Premium Economy Class,62.0
G1010,Tegalluar,Karawang,30/06/2025,7:35:00 AM,Premium Economy Class,12.0
G1006,Tegalluar,Halim,30/06/2025,6:35:00 AM,Business Class,10.0
G1047,Halim,Karawang,30/06/2025,5:25:00 PM,Premium Economy Class,8.0
G1027,Halim,Tegalluar,30/06/2025,12:25:00 PM,Business Class,2.0
G1039,Halim,Tegalluar,30/06/2025,3:25:00 PM,Premium Economy Class,47.0
G1013,Halim,Padalarang,30/06/2025,9:00:00 AM,First Class,3.0
G1006,Padalarang,Halim,30/06/2025,6:53:00 AM,Business Class,12.0
G1022,Tegalluar,Padalarang,30/06/2025,10:35:00 AM,Premium Economy Class,5.0
G1054,Padalarang,Halim,30/06/2025,6:53:00 PM,Business Class,15.0
G1016,Tegalluar,Halim,30/06/2025,9:05:00 AM,Business Class,6.0
G1045,Halim,Tegalluar,30/06/2025,5:00:00 PM,Premium Economy Class,51.0
G1040,Padalarang,Halim,30/06/2025,3:23:00 PM,Business Class,23.0
G1046,Tegalluar,Halim,30/06/2025,4:35:00 PM,Business Class,2.0
G1031,Halim,Tegalluar,30/06/2025,1:25:00 PM,Business Class,10.0
G1050,Karawang,Halim,30/06/2025,6:14:00 PM,Premium Economy Class,13.0
G1062,Padalarang,Halim,30/06/2025,8:53:00 PM,Premium Economy Class,142.0
G1024,Padalarang,Halim,30/06/2025,11:23:00 AM,Business Class,12.0
G1047,Karawang,Tegalluar,30/06/2025,5:42:00 PM,Premium Economy Class,3.0
G1025,Halim,Tegalluar,30/06/2025,12:00:00 PM,Premium Economy Class,87.0
G1063,Halim,Padalarang,30/06/2025,9:25:00 PM,Business Class,4.0
G1034,Karawang,Halim,30/06/2025,2:14:00 PM,Premium Economy Class,8.0
G1043,Halim,Tegalluar,30/06/2025,4:25:00 PM,Business Class,1.0
G1035,Halim,Padalarang,30/06/2025,2:25:00 PM,First Class,3.0
G1006,Karawang,Halim,30/06/2025,7:14:00 AM,Premium Economy Class,8.0
G1011,Halim,Tegalluar,30/06/2025,8:25:00 AM,First Class,6.0
G1023,Halim,Padalarang,30/06/2025,11:25:00 AM,First Class,1.0
G1055,Halim,Padalarang,30/06/2025,7:25:00 PM,Premium Economy Class,70.0
G1042,Padalarang,Halim,30/06/2025,3:53:00 PM,Business Class,23.0
G1009,Halim,Padalarang,30/06/2025,8:00:00 AM,First Class,4.0
G1055,Halim,Tegalluar,30/06/2025,7:25:00 PM,Premium Economy Class,38.0
G1047,Halim,Padalarang,30/06/2025,5:25:00 PM,Business Class,4.0
G1044,Padalarang,Halim,30/06/2025,4:23:00 PM,Business Class,17.0
G1017,Halim,Padalarang,30/06/2025,10:00:00 AM,First Class,6.0
G1023,Halim,Padalarang,30/06/2025,11:25:00 AM,Premium Economy Class,201.0
G1029,Halim,Tegalluar,30/06/2025,1:00:00 PM,First Class,1.0
G1037,Halim,Padalarang,30/06/2025,3:00:00 PM,First Class,8.0
G1004,Padalarang,Halim,30/06/2025,6:23:00 AM,Premium Economy Class,291.0
G1045,Halim,Padalarang,30/06/2025,5:00:00 PM,Premium Economy Class,120.0
G1050,Tegalluar,Halim,30/06/2025,5:35:00 PM,Business Class,8.0
G1019,Karawang,Padalarang,30/06/2025,10:42:00 AM,Premium Economy Class,1.0
G1022,Padalarang,Halim,30/06/2025,10:53:00 AM,Premium Economy Class,198.0
G1052,Padalarang,Halim,30/06/2025,6:23:00 PM,Business Class,12.0
G1021,Padalarang,Tegalluar,30/06/2025,11:33:00 AM,Premium Economy Class,5.0
G1063,Halim,Padalarang,30/06/2025,9:25:00 PM,First Class,1.0
G1008,Padalarang,Halim,30/06/2025,7:23:00 AM,First Class,12.0
G1015,Halim,Tegalluar,30/06/2025,9:25:00 AM,Business Class,1.0
G1047,Halim,Tegalluar,30/06/2025,5:25:00 PM,Premium Economy Class,36.0
G1050,Tegalluar,Karawang,30/06/2025,5:35:00 PM,Premium Economy Class,8.0
G1036,Padalarang,Halim,30/06/2025,2:23:00 PM,Business Class,11.0
G1062,Tegalluar,Karawang,30/06/2025,8:35:00 PM,Premium Economy Class,6.0
G1035,Halim,Padalarang,30/06/2025,2:25:00 PM,Premium Economy Class,147.0
G1034,Tegalluar,Halim,30/06/2025,1:35:00 PM,First Class,1.0
G1056,Padalarang,Halim,30/06/2025,7:23:00 PM,Business Class,16.0
G1012,Padalarang,Halim,30/06/2025,8:23:00 AM,Business Class,5.0
G1053,Halim,Padalarang,30/06/2025,7:00:00 PM,Business Class,1.0
G1045,Halim,Tegalluar,30/06/2025,5:00:00 PM,First Class,1.0
G1007,Karawang,Padalarang,30/06/2025,7:42:00 AM,Premium Economy Class,19.0
G1050,Padalarang,Karawang,30/06/2025,5:53:00 PM,Premium Economy Class,8.0
G1012,Padalarang,Halim,30/06/2025,8:23:00 AM,First Class,0.0
G1051,Halim,Karawang,30/06/2025,6:25:00 PM,Premium Economy Class,8.0
G1021,Halim,Padalarang,30/06/2025,11:00:00 AM,First Class,5.0
G1055,Karawang,Padalarang,30/06/2025,7:42:00 PM,Premium Economy Class,5.0
G1020,Tegalluar,Padalarang,30/06/2025,10:05:00 AM,Premium Economy Class,1.0
G1045,Halim,Padalarang,30/06/2025,5:00:00 PM,Business Class,7.0
G1031,Halim,Padalarang,30/06/2025,1:25:00 PM,Business Class,9.0
G1013,Halim,Padalarang,30/06/2025,9:00:00 AM,Premium Economy Class,209.0
G1010,Tegalluar,Halim,30/06/2025,7:35:00 AM,Premium Economy Class,174.0
G1053,Halim,Padalarang,30/06/2025,7:00:00 PM,Premium Economy Class,121.0
G1063,Halim,Padalarang,30/06/2025,9:25:00 PM,Premium Economy Class,98.0
G1021,Halim,Padalarang,30/06/2025,11:00:00 AM,Premium Economy Class,298.0
G1018,Tegalluar,Halim,30/06/2025,9:35:00 AM,Premium Economy Class,54.0
G1026,Padalarang,Halim,30/06/2025,11:53:00 AM,Premium Economy Class,215.0
G1010,Padalarang,Halim,30/06/2025,7:53:00 AM,Premium Economy Class,274.0
G1007,Halim,Tegalluar,30/06/2025,7:25:00 AM,Business Class,3.0
G1006,Padalarang,Karawang,30/06/2025,6:53:00 AM,Business Class,0.0
G1029,Halim,Tegalluar,30/06/2025,1:00:00 PM,Premium Economy Class,50.0
G1062,Padalarang,Halim,30/06/2025,8:53:00 PM,Business Class,5.0
G1051,Halim,Padalarang,30/06/2025,6:25:00 PM,Premium Economy Class,119.0
G1030,Karawang,Halim,30/06/2025,1:14:00 PM,Premium Economy Class,9.0
G1023,Padalarang,Tegalluar,30/06/2025,12:05:00 PM,Premium Economy Class,3.0
G1030,Tegalluar,Halim,30/06/2025,12:35:00 PM,Premium Economy Class,55.0
G1063,Halim,Tegalluar,30/06/2025,9:25:00 PM,Business Class,0.0
G1058,Tegalluar,Halim,30/06/2025,7:35:00 PM,Premium Economy Class,48.0
G1027,Halim,Padalarang,30/06/2025,12:25:00 PM,Premium Economy Class,222.0
G1010,Karawang,Halim,30/06/2025,8:14:00 AM,Premium Economy Class,8.0
G1012,Padalarang,Halim,30/06/2025,8:23:00 AM,Premium Economy Class,260.0
G1027,Halim,Tegalluar,30/06/2025,12:25:00 PM,Premium Economy Class,38.0
G1037,Halim,Padalarang,30/06/2025,3:00:00 PM,Premium Economy Class,168.0
G1008,Tegalluar,Halim,30/06/2025,7:05:00 AM,Business Class,8.0
G1025,Halim,Padalarang,30/06/2025,12:00:00 PM,Premium Economy Class,292.0
G1044,Padalarang,Halim,30/06/2025,4:23:00 PM,Premium Economy Class,232.0
G1026,Tegalluar,Halim,30/06/2025,11:35:00 AM,Premium Economy Class,60.0
G1034,Padalarang,Karawang,30/06/2025,1:53:00 PM,Premium Economy Class,5.0
G1046,Tegalluar,Halim,30/06/2025,4:35:00 PM,Premium Economy Class,84.0
G1061,Padalarang,Tegalluar,30/06/2025,9:33:00 PM,Premium Economy Class,0.0
G1029,Halim,Padalarang,30/06/2025,1:00:00 PM,Business Class,14.0
G1009,Halim,Tegalluar,30/06/2025,8:00:00 AM,Premium Economy Class,71.0
G1039,Halim,Padalarang,30/06/2025,3:25:00 PM,Premium Economy Class,150.0
G1046,Padalarang,Karawang,30/06/2025,4:53:00 PM,Premium Economy Class,23.0
G1042,Tegalluar,Halim,30/06/2025,3:35:00 PM,Premium Economy Class,85.0
G1033,Halim,Tegalluar,30/06/2025,2:00:00 PM,First Class,2.0
G1038,Tegalluar,Halim,30/06/2025,2:35:00 PM,Premium Economy Class,81.0
G1032,Tegalluar,Halim,30/06/2025,1:05:00 PM,Premium Economy Class,61.0
G1035,Halim,Padalarang,30/06/2025,2:25:00 PM,Business Class,13.0
G1048,Tegalluar,Halim,30/06/2025,5:05:00 PM,Premium Economy Class,59.0
G1046,Padalarang,Halim,30/06/2025,4:53:00 PM,Premium Economy Class,169.0
G1058,Padalarang,Karawang,30/06/2025,7:53:00 PM,Premium Economy Class,2.0
G1007,Karawang,Tegalluar,30/06/2025,7:42:00 AM,Premium Economy Class,3.0
G1015,Halim,Padalarang,30/06/2025,9:25:00 AM,Premium Economy Class,260.0
G1006,Padalarang,Karawang,30/06/2025,6:53:00 AM,Premium Economy Class,19.0
G1006,Padalarang,Halim,30/06/2025,6:53:00 AM,First Class,16.0
G1021,Halim,Tegalluar,30/06/2025,11:00:00 AM,Premium Economy Class,67.0
G1055,Halim,Padalarang,30/06/2025,7:25:00 PM,Business Class,4.0
G1050,Padalarang,Halim,30/06/2025,5:53:00 PM,Premium Economy Class,148.0
G1030,Padalarang,Halim,30/06/2025,12:53:00 PM,First Class,5.0
G1003,Halim,Karawang,30/06/2025,6:25:00 AM,Premium Economy Class,9.0
G1029,Halim,Tegalluar,30/06/2025,1:00:00 PM,Business Class,4.0
G1035,Karawang,Padalarang,30/06/2025,2:42:00 PM,Premium Economy Class,4.0
G1019,Halim,Padalarang,30/06/2025,10:25:00 AM,Premium Economy Class,277.0
G1048,Padalarang,Halim,30/06/2025,5:23:00 PM,First Class,7.0
G1060,Padalarang,Halim,30/06/2025,8:23:00 PM,Business Class,5.0
G1024,Tegalluar,Halim,30/06/2025,11:05:00 AM,Premium Economy Class,92.0
G1006,Padalarang,Halim,30/06/2025,6:53:00 AM,Premium Economy Class,259.0
G1033,Halim,Padalarang,30/06/2025,2:00:00 PM,Business Class,11.0
G1043,Halim,Karawang,30/06/2025,4:25:00 PM,Premium Economy Class,7.0
G1007,Halim,Padalarang,30/06/2025,7:25:00 AM,Premium Economy Class,227.0
G1038,Padalarang,Halim,30/06/2025,2:53:00 PM,First Class,7.0
G1022,Padalarang,Halim,30/06/2025,10:53:00 AM,Business Class,6.0
G1027,Halim,Padalarang,30/06/2025,12:25:00 PM,First Class,6.0
G1061,Halim,Padalarang,30/06/2025,9:00:00 PM,Business Class,3.0
G1004,Tegalluar,Halim,30/06/2025,6:05:00 AM,Business Class,7.0
G1035,Halim,Tegalluar,30/06/2025,2:25:00 PM,Premium Economy Class,104.0
G1059,Karawang,Padalarang,30/06/2025,8:42:00 PM,Premium Economy Class,8.0
G1019,Halim,Tegalluar,30/06/2025,10:25:00 AM,Premium Economy Class,94.0
G1035,Halim,Tegalluar,30/06/2025,2:25:00 PM,First Class,10.0
G1029,Halim,Padalarang,30/06/2025,1:00:00 PM,Premium Economy Class,232.0
G1054,Padalarang,Karawang,30/06/2025,6:53:00 PM,Premium Economy Class,4.0
G1023,Halim,Tegalluar,30/06/2025,11:25:00 AM,Premium Economy Class,58.0
G1056,Padalarang,Halim,30/06/2025,7:23:00 PM,Premium Economy Class,259.0
G1038,Padalarang,Halim,30/06/2025,2:53:00 PM,Premium Economy Class,197.0
G1003,Halim,Padalarang,30/06/2025,6:25:00 AM,Premium Economy Class,244.0
G1049,Halim,Padalarang,30/06/2025,6:00:00 PM,Premium Economy Class,174.0
G1050,Tegalluar,Halim,30/06/2025,5:35:00 PM,Premium Economy Class,83.0
G1031,Halim,Padalarang,30/06/2025,1:25:00 PM,Premium Economy Class,248.0
G1010,Padalarang,Karawang,30/06/2025,7:53:00 AM,Premium Economy Class,34.0
G1050,Padalarang,Halim,30/06/2025,5:53:00 PM,First Class,0.0
G1044,Tegalluar,Halim,30/06/2025,4:05:00 PM,Premium Economy Class,93.0
G1008,Tegalluar,Halim,30/06/2025,7:05:00 AM,Premium Economy Class,154.0
G1005,Halim,Tegalluar,30/06/2025,7:00:00 AM,First Class,3.0
G1020,Padalarang,Halim,30/06/2025,10:23:00 AM,Premium Economy Class,311.0
G1059,Halim,Tegalluar,30/06/2025,8:25:00 PM,Premium Economy Class,40.0
G1063,Halim,Tegalluar,30/06/2025,9:25:00 PM,Premium Economy Class,71.0
G1003,Halim,Tegalluar,30/06/2025,6:25:00 AM,Business Class,4.0
G1035,Karawang,Tegalluar,30/06/2025,2:42:00 PM,Premium Economy Class,5.0
G1028,Tegalluar,Halim,30/06/2025,12:05:00 PM,Premium Economy Class,80.0
G1046,Tegalluar,Halim,30/06/2025,4:35:00 PM,First Class,10.0
G1008,Padalarang,Halim,30/06/2025,7:23:00 AM,Premium Economy Class,398.0
G1046,Tegalluar,Padalarang,30/06/2025,4:35:00 PM,Premium Economy Class,5.0
G1026,Karawang,Halim,30/06/2025,12:14:00 PM,Premium Economy Class,8.0
G1014,Padalarang,Karawang,30/06/2025,8:53:00 AM,Premium Economy Class,8.0
G1020,Tegalluar,Halim,30/06/2025,10:05:00 AM,Premium Economy Class,110.0
G1017,Halim,Padalarang,30/06/2025,10:00:00 AM,Premium Economy Class,455.0
G1060,Padalarang,Halim,30/06/2025,8:23:00 PM,Premium Economy Class,257.0
G1031,Karawang,Padalarang,30/06/2025,1:42:00 PM,Premium Economy Class,6.0
G1024,Padalarang,Halim,30/06/2025,11:23:00 AM,Premium Economy Class,181.0
G1052,Padalarang,Halim,30/06/2025,6:23:00 PM,Premium Economy Class,207.0
G1016,Padalarang,Halim,30/06/2025,9:23:00 AM,Premium Economy Class,181.0
G1034,Tegalluar,Halim,30/06/2025,1:35:00 PM,Business Class,17.0
G1035,Halim,Tegalluar,30/06/2025,2:25:00 PM,Business Class,2.0
G1038,Tegalluar,Padalarang,30/06/2025,2:35:00 PM,Premium Economy Class,2.0
G1018,Padalarang,Halim,30/06/2025,9:53:00 AM,Premium Economy Class,131.0
G1009,Halim,Padalarang,30/06/2025,8:00:00 AM,Premium Economy Class,247.0
G1034,Padalarang,Halim,30/06/2025,1:53:00 PM,First Class,3.0
G1014,Tegalluar,Halim,30/06/2025,8:35:00 AM,Premium Economy Class,147.0
G1036,Tegalluar,Halim,30/06/2025,2:05:00 PM,Premium Economy Class,84.0
G1042,Padalarang,Halim,30/06/2025,3:53:00 PM,Premium Economy Class,281.0
G1004,Tegalluar,Halim,30/06/2025,6:05:00 AM,Premium Economy Class,286.0
G1059,Halim,Karawang,30/06/2025,8:25:00 PM,Premium Economy Class,4.0
G1062,Tegalluar,Halim,30/06/2025,8:35:00 PM,Business Class,2.0
G1020,Padalarang,Halim,30/06/2025,10:23:00 AM,First Class,5.0
G1054,Padalarang,Halim,30/06/2025,6:53:00 PM,Premium Economy Class,241.0
G1030,Padalarang,Halim,30/06/2025,12:53:00 PM,Premium Economy Class,187.0
G1019,Karawang,Tegalluar,30/06/2025,10:42:00 AM,Premium Economy Class,5.0
G1004,Tegalluar,Halim,30/06/2025,6:05:00 AM,First Class,4.0
G1048,Padalarang,Halim,30/06/2025,5:23:00 PM,Premium Economy Class,174.0
G1040,Padalarang,Halim,30/06/2025,3:23:00 PM,Premium Economy Class,363.0
G1022,Tegalluar,Halim,30/06/2025,10:35:00 AM,Premium Economy Class,94.0
G1017,Halim,Padalarang,01/07/2025,10:00:00 AM,Business Class,18.0
G1034,Padalarang,Karawang,01/07/2025,1:53:00 PM,Premium Economy Class,13.0
G1016,Tegalluar,Halim,01/07/2025,9:05:00 AM,Premium Economy Class,83.0
G1064,Padalarang,Halim,01/07/2025,9:23:00 PM,Premium Economy Class,145.0
G1025,Halim,Padalarang,01/07/2025,12:00:00 PM,First Class,5.0
G1038,Padalarang,Halim,01/07/2025,2:53:00 PM,Premium Economy Class,162.0
G1022,Padalarang,Halim,01/07/2025,10:53:00 AM,First Class,2.0
G1012,Padalarang,Halim,01/07/2025,8:23:00 AM,Business Class,4.0
G1062,Padalarang,Halim,01/07/2025,8:53:00 PM,Premium Economy Class,147.0
G1042,Tegalluar,Halim,01/07/2025,3:35:00 PM,Premium Economy Class,52.0
G1030,Padalarang,Karawang,01/07/2025,12:53:00 PM,First Class,0.0
G1015,Halim,Padalarang,01/07/2025,9:25:00 AM,Business Class,13.0
G1013,Halim,Padalarang,01/07/2025,9:00:00 AM,Premium Economy Class,300.0
G1030,Tegalluar,Padalarang,01/07/2025,12:35:00 PM,Premium Economy Class,1.0
G1035,Halim,Karawang,01/07/2025,2:25:00 PM,Premium Economy Class,4.0
G1011,Karawang,Padalarang,01/07/2025,8:42:00 AM,Premium Economy Class,14.0
G1044,Tegalluar,Padalarang,01/07/2025,4:05:00 PM,Premium Economy Class,4.0
G1020,Tegalluar,Halim,01/07/2025,10:05:00 AM,First Class,1.0
G1018,Tegalluar,Karawang,01/07/2025,9:35:00 AM,Premium Economy Class,3.0
G1015,Karawang,Padalarang,01/07/2025,9:42:00 AM,First Class,0.0
G1043,Halim,Karawang,01/07/2025,4:25:00 PM,Premium Economy Class,6.0
G1004,Padalarang,Halim,01/07/2025,6:23:00 AM,First Class,1.0
G1018,Tegalluar,Padalarang,01/07/2025,9:35:00 AM,Premium Economy Class,3.0
G1048,Padalarang,Halim,01/07/2025,5:23:00 PM,Business Class,10.0
G1051,Karawang,Padalarang,01/07/2025,6:42:00 PM,Premium Economy Class,9.0
G1026,Padalarang,Halim,01/07/2025,11:53:00 AM,Premium Economy Class,174.0
G1050,Padalarang,Karawang,01/07/2025,5:53:00 PM,Premium Economy Class,11.0
G1044,Padalarang,Halim,01/07/2025,4:23:00 PM,Premium Economy Class,289.0
G1009,Halim,Padalarang,01/07/2025,8:00:00 AM,Premium Economy Class,203.0
G1046,Tegalluar,Halim,01/07/2025,4:35:00 PM,Premium Economy Class,54.0
G1031,Halim,Karawang,01/07/2025,1:25:00 PM,Premium Economy Class,10.0
G1026,Tegalluar,Halim,01/07/2025,11:35:00 AM,Premium Economy Class,45.0
G1040,Padalarang,Halim,01/07/2025,3:23:00 PM,Premium Economy Class,234.0
G1019,Halim,Karawang,01/07/2025,10:25:00 AM,Premium Economy Class,9.0
G1008,Tegalluar,Halim,01/07/2025,7:05:00 AM,Premium Economy Class,80.0
G1063,Halim,Tegalluar,01/07/2025,9:25:00 PM,Premium Economy Class,78.0
G1008,Padalarang,Halim,01/07/2025,7:23:00 AM,Premium Economy Class,168.0
G1025,Halim,Padalarang,01/07/2025,12:00:00 PM,Premium Economy Class,238.0
G1033,Halim,Padalarang,01/07/2025,2:00:00 PM,Premium Economy Class,252.0
G1048,Padalarang,Halim,01/07/2025,5:23:00 PM,Premium Economy Class,188.0
G1020,Padalarang,Halim,01/07/2025,10:23:00 AM,Premium Economy Class,119.0
G1030,Padalarang,Halim,01/07/2025,12:53:00 PM,Premium Economy Class,123.0
G1026,Tegalluar,Halim,01/07/2025,11:35:00 AM,Business Class,9.0
G1007,Halim,Tegalluar,01/07/2025,7:25:00 AM,Premium Economy Class,50.0
G1011,Halim,Padalarang,01/07/2025,8:25:00 AM,Premium Economy Class,266.0
G1029,Halim,Padalarang,01/07/2025,1:00:00 PM,Premium Economy Class,242.0
G1026,Padalarang,Halim,01/07/2025,11:53:00 AM,Business Class,18.0
G1046,Padalarang,Halim,01/07/2025,4:53:00 PM,Premium Economy Class,239.0
G1061,Halim,Padalarang,01/07/2025,9:00:00 PM,Premium Economy Class,144.0
G1022,Padalarang,Halim,01/07/2025,10:53:00 AM,Premium Economy Class,164.0
G1007,Halim,Padalarang,01/07/2025,7:25:00 AM,Premium Economy Class,216.0
G1064,Padalarang,Halim,01/07/2025,9:23:00 PM,Business Class,6.0
G1014,Padalarang,Halim,01/07/2025,8:53:00 AM,Premium Economy Class,116.0
G1005,Halim,Tegalluar,01/07/2025,7:00:00 AM,Premium Economy Class,35.0
G1051,Halim,Tegalluar,01/07/2025,6:25:00 PM,Premium Economy Class,49.0
G1021,Halim,Padalarang,01/07/2025,11:00:00 AM,Business Class,32.0
G1063,Karawang,Tegalluar,01/07/2025,9:42:00 PM,Premium Economy Class,1.0
G1013,Halim,Tegalluar,01/07/2025,9:00:00 AM,Premium Economy Class,106.0
G1022,Padalarang,Halim,01/07/2025,10:53:00 AM,Business Class,10.0
G1028,Padalarang,Halim,01/07/2025,12:23:00 PM,Premium Economy Class,164.0
G1059,Halim,Tegalluar,01/07/2025,8:25:00 PM,Premium Economy Class,26.0
G1044,Tegalluar,Halim,01/07/2025,4:05:00 PM,First Class,1.0
G1017,Halim,Tegalluar,01/07/2025,10:00:00 AM,Premium Economy Class,90.0
G1026,Padalarang,Karawang,01/07/2025,11:53:00 AM,Premium Economy Class,6.0
G1058,Padalarang,Halim,01/07/2025,7:53:00 PM,Premium Economy Class,214.0
G1006,Tegalluar,Halim,01/07/2025,6:35:00 AM,Premium Economy Class,60.0
G1039,Halim,Padalarang,01/07/2025,3:25:00 PM,Premium Economy Class,155.0
G1018,Padalarang,Halim,01/07/2025,9:53:00 AM,Premium Economy Class,118.0
G1036,Tegalluar,Halim,01/07/2025,2:05:00 PM,Premium Economy Class,59.0
G1013,Halim,Tegalluar,01/07/2025,9:00:00 AM,Business Class,3.0
G1015,Halim,Karawang,01/07/2025,9:25:00 AM,Premium Economy Class,9.0
G1004,Tegalluar,Halim,01/07/2025,6:05:00 AM,Premium Economy Class,120.0
G1054,Tegalluar,Halim,01/07/2025,6:35:00 PM,Premium Economy Class,28.0
G1039,Halim,Padalarang,01/07/2025,3:25:00 PM,Business Class,0.0
G1055,Halim,Padalarang,01/07/2025,7:25:00 PM,Premium Economy Class,146.0
G1012,Padalarang,Halim,01/07/2025,8:23:00 AM,Premium Economy Class,193.0
G1039,Halim,Tegalluar,01/07/2025,3:25:00 PM,Business Class,5.0
G1032,Tegalluar,Halim,01/07/2025,1:05:00 PM,Premium Economy Class,34.0
G1021,Halim,Padalarang,01/07/2025,11:00:00 AM,First Class,1.0
G1017,Halim,Padalarang,01/07/2025,10:00:00 AM,Premium Economy Class,475.0
G1058,Padalarang,Halim,01/07/2025,7:53:00 PM,Business Class,1.0
G1054,Padalarang,Halim,01/07/2025,6:53:00 PM,Business Class,7.0
G1038,Tegalluar,Halim,01/07/2025,2:35:00 PM,Premium Economy Class,65.0
G1018,Padalarang,Halim,01/07/2025,9:53:00 AM,Business Class,11.0
G1034,Padalarang,Halim,01/07/2025,1:53:00 PM,First Class,3.0
G1004,Padalarang,Halim,01/07/2025,6:23:00 AM,Premium Economy Class,144.0
G1015,Karawang,Padalarang,01/07/2025,9:42:00 AM,Premium Economy Class,24.0
G1043,Karawang,Tegalluar,01/07/2025,4:42:00 PM,Premium Economy Class,3.0
G1054,Tegalluar,Karawang,01/07/2025,6:35:00 PM,Premium Economy Class,4.0
G1005,Halim,Tegalluar,01/07/2025,7:00:00 AM,Business Class,4.0
G1044,Tegalluar,Halim,01/07/2025,4:05:00 PM,Business Class,0.0
G1025,Halim,Padalarang,01/07/2025,12:00:00 PM,Business Class,14.0
G1027,Halim,Tegalluar,01/07/2025,12:25:00 PM,Business Class,2.0
G1037,Halim,Padalarang,01/07/2025,3:00:00 PM,Business Class,21.0
G1032,Padalarang,Halim,01/07/2025,1:23:00 PM,Business Class,10.0
G1047,Karawang,Tegalluar,01/07/2025,5:42:00 PM,Premium Economy Class,9.0
G1062,Karawang,Halim,01/07/2025,9:14:00 PM,Premium Economy Class,2.0
G1041,Halim,Padalarang,01/07/2025,4:00:00 PM,First Class,0.0
G1053,Halim,Tegalluar,01/07/2025,7:00:00 PM,Premium Economy Class,51.0
G1003,Halim,Padalarang,01/07/2025,6:25:00 AM,First Class,1.0
